item_id,app_name,genres
338170,Ratz Instagib,Action
338170,Ratz Instagib,Indie
455320,Blood and Ice,Action
455320,Blood and Ice,Indie
455320,Blood and Ice,RPG
495370,Galactic Civilizations III - Lost Treasures DLC,Indie
495370,Galactic Civilizations III - Lost Treasures DLC,Strategy
431360,The Legend: A University Story,Action
431360,The Legend: A University Story,Adventure
431360,The Legend: A University Story,Indie
431360,The Legend: A University Story,Early Access
506350,Virtual Battlemap DLC - Graveyard,Design &amp; Illustration
506350,Virtual Battlemap DLC - Graveyard,Utilities
504070,Trap House OST,Action
504070,Trap House OST,Indie
496650,Antihorror,Action
496650,Antihorror,Indie
505410,Riders of Icarus Adventurer Package Plus,Adventure
505410,Riders of Icarus Adventurer Package Plus,Massively Multiplayer
505410,Riders of Icarus Adventurer Package Plus,RPG
504510,"Soundtrack for Divinia Chronicles or (""Buy us coffee"")",Action
504510,"Soundtrack for Divinia Chronicles or (""Buy us coffee"")",Adventure
504510,"Soundtrack for Divinia Chronicles or (""Buy us coffee"")",Indie
504510,"Soundtrack for Divinia Chronicles or (""Buy us coffee"")",RPG
496510,M.EXE,Action
496510,M.EXE,Adventure
496510,M.EXE,Indie
496510,M.EXE,RPG
496510,M.EXE,Simulation
496510,M.EXE,Strategy
496510,M.EXE,Early Access
421870,Quatros Origins,Casual
421870,Quatros Origins,Indie
506100,God'n Spy Add-on - Power & Revolution DLC,Simulation
506100,God'n Spy Add-on - Power & Revolution DLC,Strategy
502910,The Return Home,Action
502910,The Return Home,Adventure
502910,The Return Home,Casual
502910,The Return Home,Indie
485160,Black Hole Hazard,Action
485160,Black Hole Hazard,Indie
508180,Fly and Destroy,Action
508180,Fly and Destroy,Adventure
508180,Fly and Destroy,Casual
508180,Fly and Destroy,Indie
508180,Fly and Destroy,Strategy
505150,ChuSingura46+1 S - Chapter 2 & 3,Adventure
486510,TOKYO WARFARE,Action
485970,Cyber Sentinel,Indie
503980,Detective Hank and the Golden Sneeze,Adventure
503980,Detective Hank and the Golden Sneeze,Indie
487330,Totally Unbalanced,Action
487330,Totally Unbalanced,Adventure
487330,Totally Unbalanced,Casual
487330,Totally Unbalanced,Indie
487330,Totally Unbalanced,Racing
485920,Neon Warp,Action
485920,Neon Warp,Casual
485920,Neon Warp,Indie
481360,Spirit Animal Pack,Indie
497760,Dungeon Escape - Soundtrack,Action
497760,Dungeon Escape - Soundtrack,Adventure
497760,Dungeon Escape - Soundtrack,Indie
485740,Color Syndrome,Casual
485740,Color Syndrome,Indie
485740,Color Syndrome,Strategy
478980,Mansions of Madness,Adventure
478980,Mansions of Madness,Strategy
45420,Land It!,Casual
45420,Land It!,Indie
45420,Land It!,Simulation
504980,Elves Adventure,Action
504980,Elves Adventure,Adventure
495720,Intrude,Action
495720,Intrude,Indie
434730,Half Dead,Action
434730,Half Dead,Adventure
510310,Intrude - Soundtrack,Indie
501830,The Orb Chambers II,Action
501830,The Orb Chambers II,Casual
501830,The Orb Chambers II,Indie
501830,The Orb Chambers II,Strategy
508840,Broken Armor,Action
508840,Broken Armor,Indie
499230,SurvHive,Action
499230,SurvHive,Indie
499230,SurvHive,Early Access
494570,New Retro Arcade: Neon - Official Soundtrack,Action
494570,New Retro Arcade: Neon - Official Soundtrack,Adventure
494570,New Retro Arcade: Neon - Official Soundtrack,Casual
494570,New Retro Arcade: Neon - Official Soundtrack,Racing
494570,New Retro Arcade: Neon - Official Soundtrack,Simulation
494570,New Retro Arcade: Neon - Official Soundtrack,Sports
503070,Off the Record: The Italian Affair Collector's Edition,Adventure
503070,Off the Record: The Italian Affair Collector's Edition,Casual
270030,Snow Horse,Action
270030,Snow Horse,Casual
270030,Snow Horse,Indie
270030,Snow Horse,Simulation
270030,Snow Horse,Sports
502770,Voodoo Garden,Casual
502770,Voodoo Garden,Indie
502770,Voodoo Garden,Simulation
267788,Talisman - The Blood Moon Expansion,Indie
267788,Talisman - The Blood Moon Expansion,RPG
267788,Talisman - The Blood Moon Expansion,Strategy
445310,Might and Magic: Heroes VII – Trial by Fire,RPG
445310,Might and Magic: Heroes VII – Trial by Fire,Strategy
510280,Orange Adventure,Adventure
510280,Orange Adventure,Indie
498870,Stellaris: Plantoids Species Pack,Simulation
498870,Stellaris: Plantoids Species Pack,Strategy
492340,Pixel Cup Soccer 17,Action
492340,Pixel Cup Soccer 17,Casual
492340,Pixel Cup Soccer 17,Indie
492340,Pixel Cup Soccer 17,Sports
492340,Pixel Cup Soccer 17,Early Access
500220,Weather Lord: Legendary Hero Collector's Edition,Casual
500220,Weather Lord: Legendary Hero Collector's Edition,Strategy
453990,Mibibli's Quest,Action
453990,Mibibli's Quest,Indie
492270,The Cat! Porfirio's Adventure,Action
492270,The Cat! Porfirio's Adventure,Adventure
492270,The Cat! Porfirio's Adventure,Indie
509050,Mibibli's Quest - Official Soundtrack,Indie
508540,Haven,Adventure
508540,Haven,Indie
508540,Haven,RPG
506590,Sky Valley,Casual
506590,Sky Valley,Indie
506590,Sky Valley,Racing
506590,Sky Valley,Simulation
499570,Funfair Ride Simulator 3 - Ride Pack 2,Simulation
498410,Funfair Ride Simulator 3 - Ride Pack 1,Simulation
499571,Funfair Ride Simulator 3 - Ride Pack 3,Simulation
501670,Graviteam Tactics: Dawn of Blau,Simulation
501670,Graviteam Tactics: Dawn of Blau,Strategy
499572,Funfair Ride Simulator 3 - Ride Pack 4,Simulation
499573,Funfair Ride Simulator 3 - Ride Pack 5,Simulation
499670,Funfair Ride Simulator 3 - Ride Pack 6,Simulation
497720,Funfair Ride Simulator 3,Simulation
498570,Extreme Forklifting 2,Racing
498570,Extreme Forklifting 2,Simulation
449530,Grand Pigeon's Duty,Action
449530,Grand Pigeon's Duty,Adventure
449530,Grand Pigeon's Duty,Casual
449530,Grand Pigeon's Duty,Indie
449530,Grand Pigeon's Duty,RPG
449530,Grand Pigeon's Duty,Simulation
464680,Day D - Ice Age,Casual
464680,Day D - Ice Age,Indie
464680,Day D - Ice Age,Strategy
509240,Lethal Brutal Racing,Action
509240,Lethal Brutal Racing,Racing
509240,Lethal Brutal Racing,Sports
390310,Little King's Story,RPG
390310,Little King's Story,Simulation
390310,Little King's Story,Strategy
510120,Modding Tool Add-on - Power & Revolution DLC,Simulation
510120,Modding Tool Add-on - Power & Revolution DLC,Strategy
425410,Road to Ballhalla,Action
425410,Road to Ballhalla,Adventure
425410,Road to Ballhalla,Indie
425410,Road to Ballhalla,Racing
508670,Aircraft War X,Action
508670,Aircraft War X,Indie
508670,Aircraft War X,Simulation
497350,Conclusion,Adventure
497350,Conclusion,Casual
497350,Conclusion,Indie
508170,BlackSmith HIT,Action
508170,BlackSmith HIT,Casual
508170,BlackSmith HIT,Indie
498450,A Week of Circus Terror,Indie
468731,Tabletop Simulator - Three Cheers For Master,Casual
468731,Tabletop Simulator - Three Cheers For Master,Indie
468731,Tabletop Simulator - Three Cheers For Master,RPG
468731,Tabletop Simulator - Three Cheers For Master,Simulation
468731,Tabletop Simulator - Three Cheers For Master,Strategy
509830,Evil Robots From N1M,Action
509830,Evil Robots From N1M,Adventure
509830,Evil Robots From N1M,Indie
497180,Street Legal Racing: Redline v2.3.1,Racing
497180,Street Legal Racing: Redline v2.3.1,Simulation
270270,Frozen State,Action
270270,Frozen State,Indie
270270,Frozen State,RPG
491740,The Next World: Planetary Exploration,Adventure
491740,The Next World: Planetary Exploration,Casual
491740,The Next World: Planetary Exploration,Indie
491740,The Next World: Planetary Exploration,Strategy
504710,Music Maker 2017 Steam Edition,Audio Production
504720,Music Maker 2017 Premium Steam Edition,Audio Production
269310,Infectonator: Survivors,Action
269310,Infectonator: Survivors,Adventure
269310,Infectonator: Survivors,Indie
269310,Infectonator: Survivors,RPG
269310,Infectonator: Survivors,Simulation
269310,Infectonator: Survivors,Strategy
508610,PROJECT XINATRA,Action
476650,The Silver Case,Adventure
492630,Bear With Me,Adventure
492630,Bear With Me,Indie
511340,Existentia,Adventure
511340,Existentia,Indie
498300,Of Love And Sorrow,Adventure
498300,Of Love And Sorrow,Indie
498300,Of Love And Sorrow,RPG
511120,ikenie,Action
511120,ikenie,Adventure
511120,ikenie,Indie
511120,ikenie,RPG
326840,Heart&Slash,Action
326840,Heart&Slash,Adventure
326840,Heart&Slash,Indie
496300,Kingdom: New Lands,Indie
496300,Kingdom: New Lands,Simulation
496300,Kingdom: New Lands,Strategy
460750,Blade Ballet,Action
460750,Blade Ballet,Casual
460750,Blade Ballet,Indie
476351,SUPERFIGHT - The Anime Deck,Casual
476351,SUPERFIGHT - The Anime Deck,Indie
476351,SUPERFIGHT - The Anime Deck,Strategy
476352,SUPERFIGHT - The Expansion One Deck,Casual
476352,SUPERFIGHT - The Expansion One Deck,Indie
476352,SUPERFIGHT - The Expansion One Deck,Strategy
502870,IL-2 Sturmovik: Battle of Moscow,Simulation
502890,IL-2 Sturmovik: P-40E-1 Collector Plane,Simulation
502891,IL-2 Sturmovik: MC.202 Series VIII Collector Plane,Simulation
508420,Fantasy Grounds - Darkwoulfe's Token Pack Volume 11,Indie
508420,Fantasy Grounds - Darkwoulfe's Token Pack Volume 11,RPG
508420,Fantasy Grounds - Darkwoulfe's Token Pack Volume 11,Strategy
510450,Fantasy Grounds - Darkwoulfe's Token Pack Volume 13,Indie
510450,Fantasy Grounds - Darkwoulfe's Token Pack Volume 13,RPG
510450,Fantasy Grounds - Darkwoulfe's Token Pack Volume 13,Strategy
383930,Doorways: Holy Mountains of Flesh,Action
383930,Doorways: Holy Mountains of Flesh,Adventure
383930,Doorways: Holy Mountains of Flesh,Indie
508860,Fantasy Grounds - Darkwoulfe's Token Pack Volume 12,Indie
508860,Fantasy Grounds - Darkwoulfe's Token Pack Volume 12,RPG
508860,Fantasy Grounds - Darkwoulfe's Token Pack Volume 12,Strategy
511850,Fantasy Grounds - Darkwoulfe's Token Pack Volume 14,Indie
511850,Fantasy Grounds - Darkwoulfe's Token Pack Volume 14,RPG
511850,Fantasy Grounds - Darkwoulfe's Token Pack Volume 14,Strategy
438480,Rock 'N' Roll Defense,Action
438480,Rock 'N' Roll Defense,Adventure
438480,Rock 'N' Roll Defense,Casual
438480,Rock 'N' Roll Defense,Strategy
485350,Winter Novel,Casual
485350,Winter Novel,Indie
485350,Winter Novel,Simulation
330590,Independence War™ Deluxe Edition,Action
330590,Independence War™ Deluxe Edition,Simulation
330590,Independence War™ Deluxe Edition,Strategy
487130,Winter Novel - Soundtrack,Casual
487130,Winter Novel - Soundtrack,Simulation
512670,Winter Novel - Screensaver,Casual
512670,Winter Novel - Screensaver,Indie
512670,Winter Novel - Screensaver,Simulation
505040,FORTIFY,Indie
495780,Hexoscope,Casual
495780,Hexoscope,Indie
421600,Ray Gigant,Adventure
421600,Ray Gigant,RPG
511300,Hexoscope OST,Casual
511300,Hexoscope OST,Indie
454390,Rally Copters,Indie
454390,Rally Copters,Racing
454390,Rally Copters,Sports
511301,Hexoscope Collector's Edition Content,Casual
511301,Hexoscope Collector's Edition Content,Indie
509290,One Night Two Crazies,Indie
509290,One Night Two Crazies,Simulation
509290,One Night Two Crazies,Strategy
500250,The Secret Monster Society Soundtrack,Adventure
500250,The Secret Monster Society Soundtrack,Casual
500250,The Secret Monster Society Soundtrack,Indie
512810,TANE DLC: CN GP9 Phase I & II (2 Pack),Simulation
474750,Reigns,Adventure
474750,Reigns,Indie
474750,Reigns,RPG
474750,Reigns,Simulation
513430,Robocraft - Speed Bundle,Action
513430,Robocraft - Speed Bundle,Free to Play
513430,Robocraft - Speed Bundle,Indie
513430,Robocraft - Speed Bundle,Massively Multiplayer
513430,Robocraft - Speed Bundle,RPG
513430,Robocraft - Speed Bundle,Simulation
497930,Wanda - A Graphic Novel,Casual
497930,Wanda - A Graphic Novel,Indie
497930,Wanda - A Graphic Novel,RPG
504880,Pixel Puzzles 2: RADical ROACH,Action
504880,Pixel Puzzles 2: RADical ROACH,Casual
504880,Pixel Puzzles 2: RADical ROACH,Indie
504880,Pixel Puzzles 2: RADical ROACH,Simulation
504880,Pixel Puzzles 2: RADical ROACH,Strategy
485660,Karma Miwa,Action
485660,Karma Miwa,Adventure
485660,Karma Miwa,Casual
485660,Karma Miwa,Indie
513140,OCCHIO,Action
513140,OCCHIO,Adventure
513140,OCCHIO,Indie
513140,OCCHIO,Strategy
504640,Narcissu 10th Anniversary Anthology Project - Zero,Casual
504640,Narcissu 10th Anniversary Anthology Project - Zero,Indie
511650,TANE DLC: GT GP9 2 Pack,Simulation
510200,RPG Maker MV - Frontier Works: Futuristic Heroes and BGM,Design &amp; Illustration
510200,RPG Maker MV - Frontier Works: Futuristic Heroes and BGM,Web Publishing
510100,Eternal Destiny - The Salem Witches: Those who Devour Fear,Strategy
492581,BlackShot - Special Character Pack,Action
492581,BlackShot - Special Character Pack,Casual
492581,BlackShot - Special Character Pack,Free to Play
492580,BlackShot - Absolute Black Pack,Action
492580,BlackShot - Absolute Black Pack,Casual
492580,BlackShot - Absolute Black Pack,Free to Play
511160,Cubway,Action
511160,Cubway,Adventure
511160,Cubway,Indie
511200,Cubway - Original Ost + 5 bonus tracks,Action
511200,Cubway - Original Ost + 5 bonus tracks,Adventure
511200,Cubway - Original Ost + 5 bonus tracks,Indie
462130,Momentum,Indie
515570,UBERMOSH Vol.3,Action
515570,UBERMOSH Vol.3,Indie
497040,Underground Keeper,Casual
497040,Underground Keeper,Indie
486270,Fantasy Grounds - Savage Worlds Setting: Pirates,Indie
486270,Fantasy Grounds - Savage Worlds Setting: Pirates,RPG
486270,Fantasy Grounds - Savage Worlds Setting: Pirates,Strategy
469530,Fantasy Grounds - Tome of Horrors Complete - PFRPG,Indie
469530,Fantasy Grounds - Tome of Horrors Complete - PFRPG,RPG
469530,Fantasy Grounds - Tome of Horrors Complete - PFRPG,Strategy
336240,Typoman,Adventure
336240,Typoman,Indie
511310,Guardians of Orion - Pioneer Edition,Action
511310,Guardians of Orion - Pioneer Edition,Indie
511310,Guardians of Orion - Pioneer Edition,RPG
502150,Interstellar Logistics Inc,Casual
507270,Lily´s Epic Quest,Casual
507270,Lily´s Epic Quest,Indie
506140,Shop Heroes,Casual
506140,Shop Heroes,Free to Play
506140,Shop Heroes,Massively Multiplayer
506140,Shop Heroes,RPG
506140,Shop Heroes,Simulation
506140,Shop Heroes,Strategy
485730,Shift,Indie
485730,Shift,Strategy
426790,Grow Up,Adventure
426790,Grow Up,Casual
426790,Grow Up,Indie
515990,Just Bones - Just Bonus Track,Indie
440960,HITMAN™: Episode 4 - Bangkok,Action
511320,Echoes of the Fey: The Fox's Trail,Adventure
511320,Echoes of the Fey: The Fox's Trail,Casual
511320,Echoes of the Fey: The Fox's Trail,Indie
444880,Death Stair,Action
444880,Death Stair,Casual
444880,Death Stair,Indie
444880,Death Stair,Racing
444880,Death Stair,Sports
509160,Gebub's Adventure,Adventure
466280,Super Cube Smash,Action
466280,Super Cube Smash,Adventure
466280,Super Cube Smash,Indie
512340,Tom Clancy's Rainbow Six® Siege - Kapkan Assassin's Creed Skin,Action
432980,INVERSUS Deluxe,Action
432980,INVERSUS Deluxe,Indie
432980,INVERSUS Deluxe,Strategy
328510,Monsters and Monocles,Action
328510,Monsters and Monocles,Indie
328510,Monsters and Monocles,Early Access
492956,Rocksmith® 2014 – The Neighbourhood  - “Sweater Weather”,Casual
492956,Rocksmith® 2014 – The Neighbourhood  - “Sweater Weather”,Simulation
436669,Rocksmith® 2014 – Hail The Sun  - “Burn Nice and Slow (The Formative Years)”,Casual
436669,Rocksmith® 2014 – Hail The Sun  - “Burn Nice and Slow (The Formative Years)”,Simulation
492957,Rocksmith® 2014 – 2010s Mix Song Pack,Casual
492957,Rocksmith® 2014 – 2010s Mix Song Pack,Simulation
492955,Rocksmith® 2014 – Fall Out Boy  - “My Song Know What You Did In The Dark (Light Em Up)”,Casual
492955,Rocksmith® 2014 – Fall Out Boy  - “My Song Know What You Did In The Dark (Light Em Up)”,Simulation
502210,Super Markup Man,Casual
502210,Super Markup Man,Indie
509390,GalaxIverse,Action
509390,GalaxIverse,Casual
509390,GalaxIverse,Indie
400230,StarForce 2193: The Hotep® Controversy,Casual
400230,StarForce 2193: The Hotep® Controversy,Indie
400230,StarForce 2193: The Hotep® Controversy,Strategy
506120,Sol Trader Soundtrack,Indie
506120,Sol Trader Soundtrack,RPG
506120,Sol Trader Soundtrack,Simulation
453810,Blasting Agent: Ultimate Edition,Action
453810,Blasting Agent: Ultimate Edition,Adventure
453810,Blasting Agent: Ultimate Edition,Indie
497740,AuroraRL - OST,Action
497740,AuroraRL - OST,Adventure
497740,AuroraRL - OST,Indie
497740,AuroraRL - OST,RPG
497740,AuroraRL - OST,Strategy
496940,Second Death,Adventure
496940,Second Death,Indie
496940,Second Death,RPG
516621,Power of Love - Chapter 2 Solution,Casual
516621,Power of Love - Chapter 2 Solution,Indie
516621,Power of Love - Chapter 2 Solution,Strategy
455000,The Lost,Adventure
455000,The Lost,Casual
455000,The Lost,Indie
455000,The Lost,RPG
389010,Unnamed Fiasco,Action
389010,Unnamed Fiasco,Indie
510830,Citadel 1986,Action
510830,Citadel 1986,Adventure
510830,Citadel 1986,Indie
512640,Final Quest,Indie
512640,Final Quest,RPG
474620,Giga Girl,Action
474620,Giga Girl,Indie
366440,Savage Resurrection,Action
366440,Savage Resurrection,RPG
366440,Savage Resurrection,Strategy
473920,Corinne Cross's Dead & Breakfast,Adventure
473920,Corinne Cross's Dead & Breakfast,Indie
391040,F1 2016,Racing
391040,F1 2016,Simulation
391040,F1 2016,Sports
464681,Day D - Time Mayhem,Casual
464681,Day D - Time Mayhem,Indie
464681,Day D - Time Mayhem,Strategy
513580,Miaou Moon,Action
513580,Miaou Moon,Casual
513580,Miaou Moon,Indie
381760,Phantom Breaker: Battle Grounds - Kemomimi Costume DLC,Action
514410,Gun Brothers,Action
514410,Gun Brothers,Adventure
514410,Gun Brothers,Indie
514410,Gun Brothers,Early Access
514480,Fantastic Checkers 2,Casual
514480,Fantastic Checkers 2,Strategy
514490,Ultimate Word Search 2: Letter Boxed,Casual
516650,Preston Sterling,Adventure
516650,Preston Sterling,Casual
516650,Preston Sterling,Indie
396650,ACE Academy,Action
396650,ACE Academy,Adventure
396650,ACE Academy,Indie
396650,ACE Academy,RPG
396650,ACE Academy,Simulation
396650,ACE Academy,Sports
492080,Vision of Aurora Borealis,Adventure
492080,Vision of Aurora Borealis,Indie
469980,Legend of Miro,Adventure
469980,Legend of Miro,Indie
469980,Legend of Miro,RPG
470070,Deus Ex: Mankind Divided™ DLC - Season Pass,Action
470070,Deus Ex: Mankind Divided™ DLC - Season Pass,RPG
327030,Worms W.M.D,Action
327030,Worms W.M.D,Strategy
337000,Deus Ex: Mankind Divided,Action
337000,Deus Ex: Mankind Divided,RPG
462930,AdVenture Communist,Casual
462930,AdVenture Communist,Free to Play
462930,AdVenture Communist,Indie
462930,AdVenture Communist,Simulation
462930,AdVenture Communist,Strategy
462930,AdVenture Communist,Early Access
413380,Deus Ex: Mankind Divided™ DLC - Assault Pack,Action
413380,Deus Ex: Mankind Divided™ DLC - Assault Pack,RPG
413390,Deus Ex: Mankind Divided™ DLC - Tactical Pack,Action
413390,Deus Ex: Mankind Divided™ DLC - Tactical Pack,RPG
516920,Veilia,Adventure
516920,Veilia,Casual
516920,Veilia,Indie
518140,Lectrovolt II,Casual
518140,Lectrovolt II,Indie
518140,Lectrovolt II,Strategy
474980,Cat President ~A More Purrfect Union~,Casual
474980,Cat President ~A More Purrfect Union~,Indie
474980,Cat President ~A More Purrfect Union~,Simulation
373540,Warhammer: End Times - Vermintide Collector's Edition Upgrade,Action
492959,Rocksmith® 2014 – Rush - “La Villa Strangiato”,Casual
492959,Rocksmith® 2014 – Rush - “La Villa Strangiato”,Simulation
515710,Creativerse - Pro,Action
515710,Creativerse - Pro,Adventure
515710,Creativerse - Pro,Casual
515710,Creativerse - Pro,Free to Play
515710,Creativerse - Pro,Indie
515710,Creativerse - Pro,Massively Multiplayer
515710,Creativerse - Pro,RPG
515710,Creativerse - Pro,Simulation
505140,Tribe Of Pok,Indie
505140,Tribe Of Pok,Simulation
505140,Tribe Of Pok,Strategy
513360,Mu Cartographer,Indie
476392,Forge of Gods: Team of Justice Pack,Free to Play
476392,Forge of Gods: Team of Justice Pack,Massively Multiplayer
476392,Forge of Gods: Team of Justice Pack,RPG
476392,Forge of Gods: Team of Justice Pack,Strategy
512230,Sally's Law,Casual
512230,Sally's Law,Indie
503140,Dungeon Punks,Action
503140,Dungeon Punks,Adventure
503140,Dungeon Punks,Indie
503140,Dungeon Punks,RPG
514970,Drive Megapolis,Casual
514970,Drive Megapolis,Indie
514970,Drive Megapolis,Racing
514970,Drive Megapolis,Simulation
431600,Automobilista,Racing
431600,Automobilista,Simulation
431600,Automobilista,Sports
513730,Hyperdimension Neptunia Re;Birth1 Deluxe Pack / DELUXEセット（ディジタル限定版）/ 數位附錄套組（數字限定版）,RPG
513730,Hyperdimension Neptunia Re;Birth1 Deluxe Pack / DELUXEセット（ディジタル限定版）/ 數位附錄套組（數字限定版）,Strategy
521600,Automobilista - Season Pass for all DLCs,Racing
521600,Automobilista - Season Pass for all DLCs,Simulation
521600,Automobilista - Season Pass for all DLCs,Sports
520150,A Midsummer Night's Choice,Adventure
520150,A Midsummer Night's Choice,Indie
520150,A Midsummer Night's Choice,RPG
512770,IACTURA,Action
512770,IACTURA,Indie
472070,Crusader Kings II: Full Plate Metal,RPG
472070,Crusader Kings II: Full Plate Metal,Simulation
472070,Crusader Kings II: Full Plate Metal,Strategy
496431,Fishing Planet Anniversary Pack,Free to Play
496431,Fishing Planet Anniversary Pack,Massively Multiplayer
496431,Fishing Planet Anniversary Pack,Simulation
496431,Fishing Planet Anniversary Pack,Sports
464290,Rossi Ford Focus Rally car 2009,Racing
464290,Rossi Ford Focus Rally car 2009,Simulation
464290,Rossi Ford Focus Rally car 2009,Sports
449980,Expansion - Crusader Kings II: The Reaper's Due,RPG
449980,Expansion - Crusader Kings II: The Reaper's Due,Simulation
449980,Expansion - Crusader Kings II: The Reaper's Due,Strategy
449981,Content Pack - Crusader Kings II: The Reaper's Due,RPG
449981,Content Pack - Crusader Kings II: The Reaper's Due,Simulation
449981,Content Pack - Crusader Kings II: The Reaper's Due,Strategy
448780,Sixtieth Kilometer,Adventure
448780,Sixtieth Kilometer,Casual
448780,Sixtieth Kilometer,Indie
516040,Everything is Peachy,Indie
516040,Everything is Peachy,Strategy
500740,Enigma Prison,Action
500740,Enigma Prison,Adventure
500740,Enigma Prison,Indie
394740,Battleline: Steel Warfare,Action
394740,Battleline: Steel Warfare,Free to Play
394740,Battleline: Steel Warfare,Strategy
480410,Mitch: Berry Challenge,Adventure
480410,Mitch: Berry Challenge,Casual
480410,Mitch: Berry Challenge,Indie
492610,One Day : The Sun Disappeared,Action
492610,One Day : The Sun Disappeared,Adventure
492610,One Day : The Sun Disappeared,Casual
492610,One Day : The Sun Disappeared,Indie
492610,One Day : The Sun Disappeared,RPG
483950,SMILE GAME BUILDER,Design &amp; Illustration
483950,SMILE GAME BUILDER,Web Publishing
513880,Panzer Warfare,Action
513880,Panzer Warfare,Casual
513880,Panzer Warfare,Indie
513880,Panzer Warfare,Massively Multiplayer
513880,Panzer Warfare,Simulation
513880,Panzer Warfare,Strategy
513880,Panzer Warfare,Early Access
296890,Neon Shadow,Action
507040,Fantasy Grounds - D&D Storm King's Thunder,Indie
507040,Fantasy Grounds - D&D Storm King's Thunder,RPG
507040,Fantasy Grounds - D&D Storm King's Thunder,Strategy
449560,Space Ranger ASK,Action
449560,Space Ranger ASK,Casual
449560,Space Ranger ASK,Indie
503180,miniLAW: Ministry of Law,Action
503180,miniLAW: Ministry of Law,Early Access
462100,Starr Mazer: DSP,Action
462100,Starr Mazer: DSP,Indie
462100,Starr Mazer: DSP,Early Access
494580,STANDBY,Action
494580,STANDBY,Adventure
494580,STANDBY,Indie
494580,STANDBY,Racing
510110,New Yankee in King Arthur's Court 2,Casual
510110,New Yankee in King Arthur's Court 2,Simulation
510110,New Yankee in King Arthur's Court 2,Strategy
504400,Optika,Adventure
504400,Optika,Casual
504400,Optika,Indie
502410,Airport Fire Department - The Simulation,Action
502410,Airport Fire Department - The Simulation,Simulation
522630,Steam Squad: Original Soundtrack,Indie
522630,Steam Squad: Original Soundtrack,Strategy
516910,Optika - Soundtrack,Adventure
516910,Optika - Soundtrack,Casual
516910,Optika - Soundtrack,Indie
502450,Professional Construction - The Simulation,Simulation
491620,Beeftacular,Action
491620,Beeftacular,Casual
491620,Beeftacular,Indie
491620,Beeftacular,Racing
491620,Beeftacular,Sports
515690,Warriors of Vilvatikta,Adventure
515690,Warriors of Vilvatikta,Indie
515690,Warriors of Vilvatikta,RPG
467990,Versus: Battle of the Gladiator,Action
467990,Versus: Battle of the Gladiator,Indie
514160,18 Wheels of Steel: Across America,Simulation
509350,Assetto Corsa -Tripl3 Pack,Indie
509350,Assetto Corsa -Tripl3 Pack,Racing
509350,Assetto Corsa -Tripl3 Pack,Simulation
509350,Assetto Corsa -Tripl3 Pack,Sports
488330,Highway to the Moon,Action
488330,Highway to the Moon,Indie
470270,Tribal Pass,Action
470270,Tribal Pass,Adventure
470270,Tribal Pass,Indie
510250,Super Destronaut,Action
510250,Super Destronaut,Adventure
510250,Super Destronaut,Casual
510250,Super Destronaut,Indie
520290,Fright Light,Action
520290,Fright Light,Indie
520290,Fright Light,Simulation
520290,Fright Light,Strategy
499910,SHINRAI - Broken Beyond Despair,Adventure
499910,SHINRAI - Broken Beyond Despair,Indie
509120,SHINRAI - Broken Beyond Despair Soundtrack,Indie
398260,Eyestorm,Action
398260,Eyestorm,Indie
398260,Eyestorm,Simulation
366330,Kingdom Wars - Starter Pack,Free to Play
366330,Kingdom Wars - Starter Pack,Indie
366330,Kingdom Wars - Starter Pack,Massively Multiplayer
366330,Kingdom Wars - Starter Pack,RPG
366330,Kingdom Wars - Starter Pack,Simulation
366330,Kingdom Wars - Starter Pack,Strategy
503960,Will of the Gods,Casual
503960,Will of the Gods,Indie
503960,Will of the Gods,Strategy
502440,Plant Fire Department - The Simulation,Action
502440,Plant Fire Department - The Simulation,Simulation
497360,"Gabriel Knight® 3: Blood of the Sacred, Blood of the Damned",Adventure
517810,Caesar™ IV,Simulation
517810,Caesar™ IV,Strategy
501970,Phantasmagoria 2: A Puzzle of Flesh,Adventure
494740,Police Quest™ Collection,Adventure
496760,The Beast Within: A Gabriel Knight® Mystery,Adventure
501990,Phantasmagoria,Adventure
495700,Gabriel Knight: Sins of the Father®,Adventure
502750,Quest for Glory 1-5,Adventure
517790,Caesar™ 3,Simulation
517790,Caesar™ 3,Strategy
514750,Nightmare Adventures: The Witch's Prison,Adventure
514750,Nightmare Adventures: The Witch's Prison,Casual
379610,Animated Puzzles,Casual
379610,Animated Puzzles,Indie
514450,sZone - Stalker Starter Kit,Action
514450,sZone - Stalker Starter Kit,Free to Play
514450,sZone - Stalker Starter Kit,Massively Multiplayer
514450,sZone - Stalker Starter Kit,RPG
337490,Four Sided Fantasy,Indie
383270,Hue,Adventure
383270,Hue,Indie
517450,Hue Official Soundtrack,Adventure
517450,Hue Official Soundtrack,Indie
508340,The Turing Test - Upgrade Pack,Adventure
499520,The Turing Test,Adventure
485260,Talent Not Included,Action
485260,Talent Not Included,Indie
435530,The Final Station,Action
435530,The Final Station,Adventure
435530,The Final Station,Indie
501920,Totem,Action
501920,Totem,Adventure
501920,Totem,Indie
501920,Totem,RPG
460560,Blamdown: Udder Fury,Indie
324740,The Warlock of Firetop Mountain,Action
324740,The Warlock of Firetop Mountain,Adventure
324740,The Warlock of Firetop Mountain,Indie
514770,Grave Mania: Pandemic Pandemonium,Casual
523560,VirtualHere For Steam Link Unlimited Device Upgrade,Utilities
